,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,ECO,Amikacin_AB,28.0,240.0,0,11.0,121.0,1222.0,0,49.0
1,ECO,Amoxicillin-clavulanic acid_AB,48.0,172.0,0,59.0,215.0,861.0,0,316.0
2,ECO,Ampicillin-sulbactam_AB,269.0,3.0,0,7.0,1300.0,21.0,0,71.0
3,ECO,Ampicillin_AB,217.0,14.0,0,48.0,1079.0,53.0,0,260.0
4,ECO,Aztreonam_AB,271.0,5.0,0,3.0,1315.0,34.0,0,43.0
5,ECO,Cefazolin_AB,259.0,5.0,0,15.0,1259.0,25.0,0,108.0
6,ECO,Cefepime_AB,231.0,35.0,0,13.0,1132.0,187.0,0,73.0
7,ECO,Cefotaxime_AB,79.0,140.0,0,60.0,371.0,690.0,0,331.0
8,ECO,Ceftazidime_AB,22.0,216.0,0,41.0,131.0,1043.0,0,218.0
9,ECO,Ceftriaxone_AB,222.0,30.0,0,27.0,1105.0,130.0,0,157.0
10,ECO,Cefuroxime_AB,273.0,5.0,0,1.0,1354.0,26.0,0,12.0
11,ECO,Ciprofloxacin_AB,22.0,163.0,0,94.0,88.0,738.0,0,566.0
12,ECO,Ertapenem_AB,246.0,25.0,0,8.0,1192.0,152.0,0,48.0
13,ECO,Gentamicin_AB,15.0,226.0,0,38.0,82.0,1112.0,0,198.0
14,ECO,Levofloxacin_AB,252.0,8.0,0,19.0,1230.0,38.0,0,124.0
15,ECO,Meropenem_AB,23.0,255.0,0,1.0,98.0,1288.0,0,6.0
16,ECO,Moxifloxacin_AB,278.0,0.0,0,1.0,1382.0,4.0,0,6.0
17,ECO,Nitrofurantoin_AB,238.0,39.0,0,2.0,1217.0,172.0,0,3.0
18,ECO,Norfloxacin_AB,257.0,18.0,0,4.0,1308.0,71.0,0,13.0
19,ECO,Piperacillin-tazobactam_AB,48.0,203.0,0,28.0,203.0,1053.0,0,136.0
20,ECO,Ticarcillin-clavulanic acid_AB,274.0,3.0,0,2.0,1366.0,19.0,0,7.0
21,ECO,Tigecycline_AB,272.0,1.0,0,6.0,1345.0,11.0,0,36.0
22,ECO,Tobramycin_AB,232.0,31.0,0,16.0,1178.0,142.0,0,72.0
23,ECO,Trimethoprim-sulfamethoxazole_AB,199.0,7.0,0,73.0,1004.0,42.0,0,346.0
24,ECO,Trimethoprim_AB,260.0,7.0,0,12.0,1307.0,25.0,0,60.0
