Target,Accuracy,ROC_Mean,PR_Mean,Precision_Mean,Recall_Mean,F1_Mean,VME,ME,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_S,Train_Count_I,Train_Count_R
Tobramycin_AB,0.9400266637644883,0.9532990151135732,0.9486409920065488,0.9393167808000464,0.936298468866033,0.9366759236922112,2.587020006892674,3.4103136166585046,37.6,0.0,57.4,37.6,0.0,57.4
Cefuroxime_AB,0.6075346252689341,0.5051203538059604,0.5096983966303553,0.5142988461091909,0.5107694896596987,0.4658080191138385,6.665766812709505,32.580770660397086,73.6,0.0,122.0,73.6,0.0,122.0
Cefotaxime_AB,0.9149078676495263,0.7966796074748819,0.6330512120669496,0.4574539338247631,0.5,0.4777532026204172,0.0,8.509213235047369,22.2,0.0,238.8,22.2,0.0,238.8
Cefpodoxime_AB,0.9612774121977662,0.9573604109082977,0.8483954577536817,0.7647631916358211,0.6123129251700681,0.6248005249078012,0.19230769230769232,3.67995108791569,5.4,0.0,102.2,5.4,0.0,102.2
Cefepime_AB,0.8404900625811866,0.6058922202075121,0.5799060978253187,0.47322766742135763,0.5013316486014696,0.4665456066471245,0.7218045112781954,15.22918923060314,20.8,0.0,114.4,20.8,0.0,114.4
Gentamicin_AB,0.8834147930784273,0.9449632614827748,0.9409408090294764,0.8846968830089047,0.8839297101445334,0.8822033946139239,4.7508025449919975,6.907718147165296,91.6,0.0,73.4,91.6,0.0,73.4
Piperacillin-tazobactam_AB,0.7064105842121063,0.7583689468967932,0.7346122247815081,0.6773080199063843,0.6635575275699714,0.6668990182647245,12.590260415457218,16.768681163332143,45.6,0.0,83.6,45.6,0.0,83.6
Doripenem_AB,0.6710528391278908,0.8011908346392053,0.752912397743062,0.658261608505304,0.7179888197145129,0.6358348717833817,4.559966320545406,28.33474976666551,115.8,0.0,35.0,115.8,0.0,35.0
Tigecycline_AB,0.7945671938317307,0.5901670546141684,0.5682730523616574,0.3972835969158653,0.5,0.442735504523855,0.0,20.543280616826927,48.2,0.0,186.2,48.2,0.0,186.2
Trimethoprim_AB,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piperacillin_AB,0.9303770026565923,0.5369603237634211,0.5272709061996722,0.46518850132829603,0.5,0.4819059297498143,0.0,6.96229973434078,8.4,0.0,112.4,8.4,0.0,112.4
Aztreonam_AB,0.838708917822933,0.8369050920941857,0.7584834976970043,0.7263144086608891,0.7207579431043608,0.7218845539858434,7.669114003236251,8.459994214470445,22.4,0.0,98.0,22.4,0.0,98.0
Ceftazidime_AB,0.8985087960709688,0.9106156869270773,0.8642530746967537,0.8553390102318097,0.8365241057650451,0.8446219920748689,4.226066847959499,5.923053544943618,59.4,0.0,220.2,59.4,0.0,220.2
Ciprofloxacin_AB,0.8571915056530441,0.3536853915872926,0.4683362457083633,0.42859575282652196,0.5,0.461463629383885,0.0,14.280849434695591,25.2,0.0,152.0,25.2,0.0,152.0
Ceftazidime-avibactam_AB,0.9783425925925926,0.9596064814814815,0.9695425344982859,0.9824035087719297,0.9692460317460319,0.9746559315722634,1.3657407407407407,0.8,18.8,0.0,8.2,18.8,0.0,8.2
Imipenem_AB,0.32109356800365874,0.5948096160453655,0.6205458134356856,0.4812252470331562,0.5044610659590759,0.25841282227173473,0.4259795199405464,67.46466367969359,100.4,0.0,45.0,100.4,0.0,45.0
Meropenem_AB,0.39397851316072285,0.5467368200251334,0.5718162395253105,0.6387622641481858,0.5292950619840217,0.3304783072304565,0.38797010308722807,60.214178580840475,98.6,0.0,53.6,98.6,0.0,53.6
Ceftolozane-tazobactam_AB,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trimethoprim-sulfamethoxazole_AB,0.9650643872653648,0.7927028222424044,0.6494490232484514,0.4825321936326824,0.5,0.49109943546483004,0.0,3.4935612734635284,3.8,0.0,105.2,3.8,0.0,105.2
Amoxicillin-clavulanic acid_AB,0.9272370026133757,0.9238079414815115,0.8163892977294684,0.8458945300658313,0.7626142888294345,0.7608953866687067,2.892379297375606,4.383920441286813,13.2,0.0,118.8,13.2,0.0,118.8
Colistin_AB,0.837602631834676,0.6403052997560207,0.5849674870163132,0.418801315917338,0.5,0.4557646207066333,16.239736816532393,0.0,157.4,0.0,30.6,157.4,0.0,30.6
Ertapenem_AB,0.9436001321997791,0.6458380747497083,0.609350542805538,0.47180006609988956,0.5,0.48546472256414946,0.0,5.639986780022086,4.4,0.0,72.6,4.4,0.0,72.6
Ceftriaxone_AB,0.9228627164293414,0.5076619661806585,0.5863078265033723,0.5613869222342226,0.5066666666666666,0.4924091706967009,0.0,7.713728357065849,13.2,0.0,154.6,13.2,0.0,154.6
Levofloxacin_AB,0.7500295207370987,0.8762041786721799,0.8620833072338481,0.7835638051675787,0.7412132325107743,0.7330401344342107,5.0635426695139145,19.933505256776208,42.0,0.0,49.8,42.0,0.0,49.8
Ampicillin_AB,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
