Sample_ID_IfH,Organism_Code,tobramycin,nitrofurantoin,cefuroxime,ciprofloxacin,cefazolin,ceftazidime,ampicillin-sulbactam,ceftriaxone,levofloxacin,aztreonam,piperacillin-tazobactam,gentamicin,Imipenem,meropenem,amikacin,cefepime,trimethoprim-sulfamethoxazole,ampicillin,amoxicillin-clavulanic acid,ertapenem,cefotaxime,tigecycline,fosfomycin,norfloxacin,ticarcillin-clavulanic acid,trimethoprim,colistin
573.13638,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.12986,EKP,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,,,,,,,,,
573.14328,EKP,S,,R,S,S,S,R,S,S,S,R,S,S,S,S,S,R,R,,,,,,,,,
573.13336,EKP,S,,R,R,R,R,R,R,R,R,R,S,S,S,S,S,S,R,,,,,,,,,
573.14361,EKP,S,,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,,,,,,,,,
573.12945,EKP,R,,,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,,,,,,,,,
573.1346,EKP,R,,S,R,R,R,R,R,R,R,S,S,S,S,S,S,S,R,,,,,,,,,
573.12954,EKP,S,,,S,R,R,R,R,S,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.13648,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,,,,,,,,,
573.13128,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,,,,,,,,,
573.14276,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,R,S,R,R,,,,,,,,,
573.13992,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13748,EKP,S,,R,S,R,S,R,R,S,R,S,S,S,S,S,R,R,R,,,,,,,,,
573.14317,EKP,R,,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,,,,,,,,,
573.13709,EKP,R,,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,R,,,,,,,,,
573.13043,EKP,R,,R,R,R,R,R,R,S,S,R,R,S,S,S,,R,R,,,,,,,,,
573.13171,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13533,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13895,EKP,R,,R,R,R,R,R,R,R,R,S,R,S,S,R,S,R,R,,,,,,,,,
573.13297,EKP,R,,R,R,R,R,S,S,R,R,S,R,S,S,S,S,S,R,,,,,,,,,
573.1388,EKP,R,,R,R,R,R,R,R,R,S,R,R,S,S,S,R,R,R,,,,,,,,,
573.1355,EKP,S,,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,,,,,,,,,
573.14032,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.13092,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13513,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,S,,R,R,,,,,,,,,
573.13577,EKP,S,,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,,,,,,,,,
573.14139,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,,,,,,,,,
573.13959,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,,,,,,,,,
573.14097,EKP,R,,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,,,,,,,,,
573.13069,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,,,,,,,,,
573.13124,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.12908,EKP,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,,,,,,,,,
573.13473,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13566,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,,,,,,,,,
573.13414,EKP,R,,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13859,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13593,EKP,R,,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,,,,,,,,,
573.13165,EKP,R,,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13145,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,,,,,,,,,
573.13441,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,,R,R,,,,,,,,,
573.13354,EKP,S,,R,R,R,R,R,R,R,S,R,S,S,S,S,S,S,R,,,,,,,,,
573.13582,EKP,S,,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,R,,,,,,,,,
573.13318,EKP,R,,R,R,R,R,R,R,S,R,S,R,S,S,S,R,R,R,,,,,,,,,
573.13791,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.14455,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,,,,,,,,,
573.12881,EKP,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,,,,,,,,,
573.14372,EKP,R,,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,,,,,,,,,
573.13068,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,,,,,,,,,
573.13157,EKP,R,,R,R,R,R,R,R,R,R,S,R,S,S,R,S,R,R,,,,,,,,,
573.14438,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,,,,,,,,,
573.13724,EKP,S,,R,R,R,R,R,R,R,S,S,S,S,S,S,R,R,R,,,,,,,,,
573.13939,EKP,R,,R,R,R,R,R,R,R,R,R,S,R,S,R,R,S,R,,,,,,,,,
573.13376,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.13025,EKP,R,,,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13419,EKP,R,,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,,,,,,,,,
573.13686,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,,,,,,,,,
573.13967,EKP,S,,R,R,S,S,R,S,S,S,R,S,S,S,S,S,R,R,,,,,,,,,
573.13096,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,,,,,,,,,
573.14109,EKP,S,,R,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,,,,,,,,,
573.12875,EKP,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,,,,,,,,,
573.13302,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,,,,,,,,,
573.1416,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.14508,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,,R,R,,,,,,,,,
573.13076,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,R,,,,,,,,,
573.1443,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,,,,,,,,,
573.13749,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,,,,,,,,,
573.13554,EKP,R,,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13009,EKP,S,,R,S,R,S,S,S,S,S,R,S,S,S,S,S,S,R,,,,,,,,,
573.14403,EKP,R,,R,R,R,R,R,R,R,S,R,S,S,S,R,S,R,R,,,,,,,,,
573.13173,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13858,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13246,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.14127,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.14472,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,,,,,,,,,
573.14362,EKP,S,,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,,,,,,,,,
573.13405,EKP,S,,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,,,,,,,,,
573.13344,EKP,S,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,S,R,,,,,,,,,
573.13396,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.14298,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.14215,EKP,S,,R,R,R,R,R,R,R,R,S,S,S,S,S,R,S,R,,,,,,,,,
