Sample_ID_IfH,Organism_Code,tobramycin,nitrofurantoin,cefuroxime,ciprofloxacin,cefazolin,ceftazidime,ampicillin-sulbactam,ceftriaxone,levofloxacin,aztreonam,piperacillin-tazobactam,gentamicin,Imipenem,meropenem,amikacin,cefepime,trimethoprim-sulfamethoxazole,ampicillin,amoxicillin-clavulanic acid,ertapenem,cefotaxime,tigecycline,fosfomycin,norfloxacin,ticarcillin-clavulanic acid,trimethoprim,colistin
573.1421,EKP,S,,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,,,,,,,,,
573.13311,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.12859,EKP,S,,,R,R,R,S,R,S,R,S,S,S,S,S,S,S,R,,,,,,,,,
573.13244,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.13032,EKP,R,,R,R,R,R,R,R,S,R,R,R,S,S,S,,R,R,,,,,,,,,
573.13886,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,,,,,,,,,
573.13937,EKP,R,,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,,,,,,,,,
573.13196,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13249,EKP,S,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,S,R,,,,,,,,,
573.13998,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,R,R,S,R,,,,,,,,,
573.13749,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,,,,,,,,,
573.13368,EKP,S,,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,,,,,,,,,
573.14235,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13342,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,,,,,,,,,
573.13444,EKP,R,,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,,,,,,,,,
573.13943,EKP,S,,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,,,,,,,,,
573.13377,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,,R,R,,,,,,,,,
573.14264,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,,,,,,,,,
573.14308,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,,,,,,,,,
573.14357,EKP,S,,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,,,,,,,,,
573.13959,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,,,,,,,,,
573.13267,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13309,EKP,R,,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,,,,,,,,,
573.13437,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.13827,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13745,EKP,R,,R,S,R,R,R,R,S,S,R,R,S,S,S,,S,R,,,,,,,,,
573.13767,EKP,S,,R,R,R,R,R,R,S,R,S,S,S,S,S,S,R,R,,,,,,,,,
573.14231,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,,,,,,,,,
573.13932,EKP,R,,R,R,R,R,R,R,R,,R,S,S,S,S,R,R,R,,,,,,,,,
573.13491,EKP,R,,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,,,,,,,,,
573.14048,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13478,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,,,,,,,,,
573.13024,EKP,R,,,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,,,,,,,,,
573.13093,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.14487,EKP,S,,R,R,R,R,R,R,R,R,S,S,S,S,S,,S,R,,,,,,,,,
573.13579,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.14387,EKP,S,,R,S,S,S,R,S,S,S,R,S,S,S,S,S,S,R,,,,,,,,,
573.13477,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,,,,,,,,,
573.13722,EKP,S,,R,R,R,R,R,R,R,R,R,S,R,S,S,,R,R,,,,,,,,,
573.13554,EKP,R,,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13657,EKP,R,,R,R,R,R,R,R,R,,R,S,R,S,R,S,R,R,,,,,,,,,
573.14188,EKP,R,,R,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,,,,,,,,,
573.14043,EKP,S,,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.13504,EKP,S,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,S,R,,,,,,,,,
573.13897,EKP,R,,R,S,R,R,R,R,S,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.13222,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13982,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,,R,R,,,,,,,,,
573.14057,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13666,EKP,S,,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,,,,,,,,,
573.13406,EKP,S,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.13535,EKP,R,,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,,,,,,,,,
573.1381,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13709,EKP,R,,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,R,,,,,,,,,
573.14521,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,,,,,,,,,
573.14299,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,,,,,,,,,
573.13176,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,,,,,,,,,
573.13674,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.14274,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,,,,,,,,,
573.13318,EKP,R,,R,R,R,R,R,R,S,R,S,R,S,S,S,R,R,R,,,,,,,,,
573.14081,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,,,,,,,,,
573.13177,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,,,,,,,,,
573.13166,EKP,R,,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.13319,EKP,R,,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.1422,EKP,S,,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,,,,,,,,,
573.13508,EKP,S,,S,S,R,S,R,S,S,S,R,S,S,S,S,S,S,R,,,,,,,,,
573.14513,EKP,S,,R,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,,,,,,,,,
573.13442,EKP,S,,R,R,R,R,R,R,S,R,S,S,S,S,S,R,R,R,,,,,,,,,
573.13737,EKP,S,,R,R,R,R,R,R,R,R,R,S,S,S,S,,S,R,,,,,,,,,
573.13768,EKP,S,,R,R,R,R,R,R,R,R,S,S,S,S,S,S,R,R,,,,,,,,,
573.13779,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.12888,EKP,R,,,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,,,,,,,,,
573.13515,EKP,R,,R,R,R,S,R,S,R,S,R,R,S,S,S,R,R,R,,,,,,,,,
573.14237,EKP,R,,R,S,R,R,R,R,S,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.13795,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
