Sample_ID_IfH,Organism_Code,tobramycin,nitrofurantoin,cefuroxime,ciprofloxacin,cefazolin,ceftazidime,ampicillin-sulbactam,ceftriaxone,levofloxacin,aztreonam,piperacillin-tazobactam,gentamicin,Imipenem,meropenem,amikacin,cefepime,trimethoprim-sulfamethoxazole,ampicillin,amoxicillin-clavulanic acid,ertapenem,cefotaxime,tigecycline,fosfomycin,norfloxacin,ticarcillin-clavulanic acid,trimethoprim,colistin
573.13733,EKP,S,,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,,,,,,,,,
573.13954,EKP,S,,R,R,R,R,R,R,R,S,R,S,R,S,S,S,R,R,,,,,,,,,
573.13295,EKP,R,,R,R,R,S,R,R,R,R,S,R,S,S,S,R,R,R,,,,,,,,,
573.13354,EKP,S,,R,R,R,R,R,R,R,S,R,S,S,S,S,S,S,R,,,,,,,,,
573.14019,EKP,S,,R,R,R,R,R,R,R,,R,R,S,S,S,S,R,R,,,,,,,,,
573.13079,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,,,,,,,,,
573.13231,EKP,S,,R,R,R,R,R,R,R,R,R,S,S,S,S,S,S,R,,,,,,,,,
573.14539,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.12995,EKP,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,,,,,,,,,
573.14314,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,R,,R,R,,,,,,,,,
573.13709,EKP,R,,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,R,,,,,,,,,
573.13248,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,,,,,,,,,
573.13728,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.14495,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,,,,,,,,,
573.13959,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,,,,,,,,,
573.13686,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,,,,,,,,,
573.13836,EKP,S,,R,R,R,R,R,R,R,S,R,R,R,S,S,,R,R,,,,,,,,,
573.14061,EKP,S,,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,,,,,,,,,
573.14517,EKP,S,,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,,,,,,,,,
573.13304,EKP,R,,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.14101,EKP,R,,R,R,R,R,R,R,S,R,S,R,S,S,S,R,R,R,,,,,,,,,
573.13281,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,,,,,,,,,
573.14408,EKP,R,,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13532,EKP,R,,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13822,EKP,S,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.13319,EKP,R,,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13576,EKP,S,,R,S,R,R,R,S,S,S,R,S,S,S,S,R,S,R,,,,,,,,,
573.13556,EKP,R,,R,S,R,R,R,R,S,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.13498,EKP,S,,R,S,R,R,R,R,S,R,R,S,S,S,S,S,S,R,,,,,,,,,
573.1358,EKP,R,,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.14176,EKP,R,,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,,,,,,,,,
573.13825,EKP,R,,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,R,,,,,,,,,
573.13991,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,,,,,,,,,
573.13272,EKP,R,,R,R,R,R,R,R,R,S,S,R,S,S,R,R,R,R,,,,,,,,,
573.13811,EKP,R,,R,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,,,,,,,,,
573.12908,EKP,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,,,,,,,,,
573.13057,EKP,S,,S,S,R,R,R,S,S,S,R,S,S,S,S,S,S,R,,,,,,,,,
573.13403,EKP,S,,R,R,R,R,R,R,S,R,R,S,R,S,S,R,R,R,,,,,,,,,
573.13492,EKP,R,,R,R,R,S,R,R,S,R,R,R,R,S,S,R,R,R,,,,,,,,,
573.14193,EKP,R,,R,R,R,R,R,R,R,S,R,R,S,S,R,S,R,R,,,,,,,,,
573.14342,EKP,S,,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,,,,,,,,,
573.13139,EKP,R,,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,,,,,,,,,
573.13866,EKP,S,,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,,,,,,,,,
573.12998,EKP,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,,,,,,,,,
